create at,username,tweet
2020-11-06 12:46:00,irfanhawari19,jahat
2020-11-06 12:45:32,irfanhawari19,susah
2020-11-06 12:44:50,irfanhawari19,virus
2020-11-06 12:44:17,irfanhawari19,bikin susah lapangan kerja
2020-11-06 12:43:50,irfanhawari19,konspirasi
2020-10-26 08:15:41,irfanhawari19,mysamarinda bagus keren hasilnya min tpi turap longsor tepian jln re martadinata teluk lerong selesai ya min baikin yg tau kh
