original_tweet,sentiment_result
id butuh waktu sekitar bulan untuk pelaksanaan vaksinasi covid terhitung dari januari hingga maret untu ,-9
my admin saya juga ingin mengingatkan pemaju amp semua profesional yg berkaitan perlu lebih kompeten dlm mematuhi kehendak pe ,7
bengek ikan n awas kena covid atiati sayang,4
pembukaan semula sesi persekolahan pada januari ini perlu mengambil kira situasi penularan covid setempat ,0
ini kata ketua pbnu soal penggunaan vaksin krn keadaan darurat ,2
apakah kaesang sebut nama emitennya bro apa emiten tsb distributor vaksin ,0
musim covid ni nk tukar tempat kerja pulak bajang btl korang dok hq tu tau pulak nk duduk family tak tukar duduk situ sampai repot kanina lu org fikir kita tak ada family ka jgn bg org susah la tau lu komunis punya keturunan ,-12
tenaga medis yang sudah pernah terpapar dan sembuh dari covid membentuk anti bodi atau kekebalan dengan alami sehingga t ,2
dikasih vaksin covid bagi nakes trus ada ketetapan baru untuk surat tanda ijin registrasi bagi nakes di masa pandemik hurayy beban pikiran beambah awal tahun ini dahlah mau sekolah lagi aja ,-4
sambang bhabinkamtibmas desa kemiri kec jayakea kab karawang aipda muryadi polsek rengasdengklok kepada aparat desa nya himbauan agar tetap mematuhi protokol kesehatan dalam melayani masyarakat supaya terhindar penyebaran covid dengan m ,2
rapid pcr rapid antigen vaksin cuan,0
harapan tahun semoga semua program dan kebijakan pemerintah berjalan lancar baik itu tentang pemberantasan covid vaksinasi pemulihan ekonomi maupun pemberantasan radikal dan intoleran di negeri ini ,3
kasus positif beambah orang per senin total ada orang di indonesia yan ,4
baru pulang bercuti di langkawi harris anuar disahkan positif covid berita sepenuhnya di beautifulnara,-1
di manakah para petinggi amp agen world bank dan who merayakan malam tahun baru di balik senyapnya malam pergantian ,-5
baraja arahnya akan begitu mau naik pesawat kereta api harus menunjukkan seifikat vaksin dongoknya udah menu ,-5.25
mui jateng usul kiai jadi penerima vaksin covid tahap peama ganjar wah ini bagus ,13.75
jakaa pebulu tangkis kevin sanjaya sukamuljo positif covid dengan demikian kevin batal terbang ke bangkok thailand untuk mengikuti tiga turnamen bwf ,-1
alhamdulillah semoga kehadiran vaksin ni memberi manfaat kepada rakyat dan negara ,13
indonesia perjalanan pandemi covid hari ke dan sebaran berdasarkan provinsi status januari sulit untuk menilai pengendaliannya ,-16
efek samping vaksin covid yang akan dirasakan ,-1
netizen heboh nik jokowi tak masuk penerima vaksin corona tahap peama follow ,0
kasus positif beambah orang per senin total ada orang di indonesia yang terpapar selengkapnya ,5
lawan bangun jaringan musisi amp pecinta konser tanpa vaksin ribuan musisi dan jutaan pecinta konser di indonesia ma ,4
penting untuk dijelaskan vaksin yang kita beli sudah melalui ujian yang melibatkan puluhan ribu orang diluar negara extensiv ,6.0
terpapar covid kevin sanjaya batal berangkat ke bangkok ,-9
harris annuar maklumkan dirinya positif covid minta kontak rapat jalani saringan ,7
menkes butuh tahun untuk vaksinasi covid semua warga ,-5
maasyaallah lengkawi kawan hantar foto ini semoga semua menjaga sop jika tidak kita akan hadapi masaalah besar dari lonjak ,0
kodim sragen koramil karangmalang tegakkan prokes covid ,0
perdana menteri jepun yoshihide suga pada isnin berkata kerajaan merancang mengisytiharkan darurat di tokyo dan tig ,-2
fokus konser online yg penghasilannya sangat rendah dan lama kelamaan lu akan crashing down juga dan menyerah utk di ,-18.0
polri di masa pandemi ini test swab tiap kali kamu tidak merasa enak badan merupakan salah satu langkah preventif oleh kare ,1
untuk yang masih tidak percaya dengan adanya covid setidaknya lihatlah pada video ini bagaimana kerja keras mereka merawat ,1
kevin sanjaya positif covid indonesia ke thailand tanpa ganda putra terbaiknya ,1
rela divaksin agar bisa normal kembali meski who sendiri menyatakan vaksin tidak menjamin dunia bisa kembali normal ,3
besok vaksin covid datang di banten ,0
pelabur tak singgah pun ,-2
guys aku minta bantuan kalian ya aku iya salah satu mahasiswa di universitas negeri di pulau sumatera sekarang udah se ,1
indonesia mencatat kasus baru positif covid dalam sehari sekarang ada total kasus di seluruh indones ,4
dosis vaksin sinovac tiba di jateng segera disuntikkan ke tenaga kesehatan ,3
jangan ragu buat test swab jaga kesehatanmu dan lindungi orang sekitarmu ,-1
kpk panggil staf tiga pilar agro utama sebagai saksi untuk kasus suap bansos covid ,1
pemerintah kembali memberikan bansos reguler dan khusus terkait covid berikut cara cek bansos yang mulai cair pada januari ,-8
vaksin covid fasa peama akan mula diagih dan disuntik kepada kira kira satu juta rakyat negara ini bermula bulan dep ,2
ntar gw cek sama mami gw dapetnya berapa ,-4
indonesia mengumumkan kasus baru tgl jan total kasus aktif sembuh ,9
pemerintah diminta segera rilis hasil uji klinis vaksin sinovac ,7
indonesia update data uji pcr covid di indonesia per tanggal januari pukul wib ,-6
kepada yang takut vaksin saya cadangkan anda tengok video ini penerangan sangat mantap and sesiapa yg nk cari details pasal org mati sbb vaccine covid ni sila tgk penerangan ni jawapan yg anda nak kepada theory kat luar tu semua ada dalam ni ,20.0
sebanyak vaksin siap digunakan di sulsel ,0
rionny mainaky on kevin sanjaya s covid case tim bulutangkis indonesia tetap berangkat untuk mengikuti tiga kejuaraa ,-5
takotnya vaksin manatau ada robot nano ke time dia suntik taknak jadi prophet dalam crysis ,0
harris annuar maklumkan dirinya positif covid minta kontak rapat jalani saringan berita sepenuhnya di thevocket,2
jangan ragu buat test swab jaga kesehatanmu dan lindungi orang sekitarmu di masa pandemi sepei ini melakukan test swab tiap kali kamu tidak merasa enak badan merupakan salah satu langkah preventif agar tidak terkena covid oleh karena itu kamu gak perlu merasa takut yaa ,1
orang sedunia mengharapkan vaksin anti corona bisa menjinakkan penyakit menular yang ganas itu vaksinasi berhasil demikian harapan kita orang sadar bahwa penyakit itu harus diobati ,-24.5
sorry to say tapi sepeinya sebelum mei juga kita bisa nembus jt kalau ibarat covid ini rumput liar kita cuma motong rumput atasnya doang nggak dicabut sampe akarnya pasti bakal tumbuh lagi terus ,8.75
dki jakaa menjadi provinsi penambahan kasus covid teinggi sebanyak kasus disusul jabar dengan kasus dan jateng dengan kasus ,2
saat covid masih menyerang muncul penyakit baru yang disebut disease x untuk mencegahnya menjadi pandemi baru berikut saran dari pakar epidemiologi via ,-10
heboh nik jokowi tak terdaftar penerima vaksin covid ,4
sawa jembe letu tunakusubiria hapahapa ufukweni ili tukusikilize na usisahau kutukumbusha msimamo wetu wa chama juu ya covid bi kidude ,4
pemerintah mencatat ada orang suspek terkait covid di indonesia pada senin pukul wib ,-3
lalu last but not least ada satu obat namanya heparin heparin ini adalah obat pembekuan darah yang sejak lama terbu ,-2
johnny menilai pemprov dki jakaa memperpanjang psbb transisi sebagai bentuk ketidakseriusan dalam penanganan covid ,1
fadhullah gang tabligh bawak covid dulu semua nk kecam semua keluarkan pendapat masing masing instafemes yg pergi langkawi m ,-6
pesea vaksinasi covid yang terima sms harus registrasi ulang begini alurnya ,3.5
pak lupakan isu vaksin sejenak ada situasi kegawatan kesehatan masyarakat yg perlu menjadi perhatian layanan kes ,10
kemudian pemakaian lopinavir ritonavir yang merupakan obat pendukung penanganan infeksi hiv itu juga awalnya diyaki ,2
bhabinkamtibmas baleendah aipda kadar rahmat tidak lelah menegur warga masyarakat yang tidak memakai masker dan himbau tentang covid ,8
tentang vaksin tuh,0
terima kasih untuk semua yang mendoakan kesembuhan saya dari covid di ig dan twitter maaf saya tidak membalas x sekali lagi terima kasih dan semoga saya segera sembuh semangaaat semuaa menghadapi pandemi inin ,19.5
pada hari kerja peama tahun ini yang saya lakukan meluncurkan program bantuan tunai se indonesia berupa program kelua ,8
paripurna sudah semua provinsi dan semua kabupaten kota telah terjamah covid ,1
kasus harian saat ini berkisar pada angka kasus risiko penularan covid di tengah masyarakat sudah sangat tinggi dengan rasio kasus positif covid mencapai persen ,2.0
pemprov dki jakaa hadir bersama dengan pemerintah pusat dalam meringankan dampak pandemi covid pemerintah pusat me ,2
pelabur mengambil kira pilihan raya georgia dan peningkatan kes covid ,8
presiden pada senin januari meluncurkan program bantuan tunai tahun se indonesia sebagai jaring ,9
id eua belum terbit bpom larang vaksin covid disuntikkan ,-3
selain nerimo vaksin covid ternyata km yo swap status juga ya wkwk,4
covid jangan cakap tak serupa bikin jangan cakap tak serupa bikin patuhi dan terus amalkan norma baharu dengan bet ,4
kawal ketat hingga ke kaltara vaksin covid dijaga brimob ,-2
selain jumlahnya sangat sedikit masih harus menunggu proses izin ri utk penggunaan darurat jadi ya penting dan ha ,0.0
vaksin tiba di lampung dengan pengawasan yang super ketat dan dikawal oleh aparat kepolisian dan tni akhirnya vaksin covid tiba di lampung lawan pandemi hut ,-7
ulama besar syeikh abdullah bin bayyah antara individu terawal yang mengambil vaksin covid celakalah ke atas para ,3
bpom ingatkan vaksin sinovac belum boleh disuntikkan meski sudah disebar cara kerjamu sulit dimengei ferguso eh sino ,0
laporan giat pagi ini slasa legi pukul wib satu mobil box pembawa vaksin covid dengan pengawalan cukup ti ,-3
bpom ingatkan vaksin sinovac belum boleh disuntikkan meski sudah disebar hours later bpom pastikan vaksin ,3
alhamdulillah vaksin covid mrna ml sudah ditangan doakan saya untuk dapat suntik vaksin ini dan melaluinya tanpa efek s ,8
kepala bpom penny k lukito mengatakan vaksin covid buatan sinovac biotech belum boleh disuntikkan sebab vaksin sinov ,3
koko udh ngutang segitu banyaknya vaksin ternyata bru msh nunggu izin bpom ,-3
kenyataan akhbar menteri kanan peahanan mengenai pelaksanaan perintah kawalan pergerakan pkp hari ke dan hari ke ,-4
lockdown penuh akan diberlakukan pm johnson di inggris mulai rabu mendatang hingga bulan februari ,0
corona m kafi had tk kamyab rahi khan ki policy insha allah aagy b sb behtr hoga ap tw hathheli py sarao jmany ki bt ky hn thora hosla rakhen ,5
hampir pesakit dalam kategori tahap dan iaitu tidak bergejala atau bergejala ringan mereka ditempatkan ,2
tidak tergesa gesa keamanan vaksin yang utama ,0
kita jaga diri kita kita jaga keluarga kita kita jaga komuniti kita dan kita jaga negara kalau bukan kita siapa lagi ,12
hafidz penjelasan yang bagi saya agak simple yang boleh difahami oleh semua mengenai vaksin boleh tonton ,1.0
sedih bgt iiih ayo dong corona cepet ilang we want our real normal life back ,-3
mencuci tangan dengan sabun melindungimu dari serangan corona gaes jangan lupa untuk selalu rajin cuci tangan menggunakan sabun ya karena dengan kamu rajin mencuci tangan menggunakan sabun kamu akan terbebas dari bahaya corona ,8
buat video nangis nangis konon kecewa dengan ulama dan agamawan sebab suppo vaksin dia sendiri taksub konspirasi samp ,-3
anda nak tahu vaksin covid yang paling berkesan ketika ini elakkan s sahaja ,4.0
selasa kegiatan pagi petugas pelayanan sosial petugas pelayanan sosial asn dan pjlp memberikan menu tambahan susu buat warga binaan supaya kesehatan dan imun tubuh warga binaan terjaga dan selalu sehat dan terhindar dari virus covid di panti psbi bd cipayung ,13
apakah rakyat boleh menolak divaksinasi jawabannya ada di aikel ini ,-4
fatwa persatuan emirat arab pea mengeluarkan fatwa penggunaan vaksin covid kadroen biar baca terus kejet dah ,2
inggris kembali berlakukan lockdown varian baru covid menggila ,-3
yang ini pula bagaimana pendekatan vaksin astrazeneca boleh tonton untuk mendapat lebih kefahaman ,-4
momentum bangkitnya pengusaha pejuang hampir setahun pandemi corona telah meluluh lantakkan perekonomian dunia ribuan bisnis raksasa gulung tikar dan tak sedikit pula bisnis kecil menengah yang terdampak hal ini membuat kita tersadar bahwa tak hanya ilmu berbisnis namun s ,7.5
kurang lebih ratusan anggota tni dan polri mengikuti donor darah yang di gelar bersama pmi kota sorong papua barat di aula kodim kegiatan ini sebagai bentuk kepedulian akibat dari kosongnya stok darah di tengah pandemi covid ,12.75
bangsa kita lebih suka melakukan yang bersifat seremoni daripada yang bersifat substansi pengiriman vaksin dalan kondi ,-1
sbagai pengobatan corona virus,0
vaksin covid suci amp selamatkah jan selasa malam rektor uiam prof emeritus tan sri dzulkifli abdul ,3
operasi yustisi gabungan protokol kesehatan covid gabungan dengan sasaran penjual dan pengunjung yang tidak menggunakan masker di pasar plumbon ds wirun kec mojolaban sukoharjo ,-9
pas corona ade gua menghasut gua utk suka ama bts itu aja si,-3
serapan anggaran penanganan corona capai persen ,7
mari bersama sama patuhi protokol kesehatan supaya terhindar dari penyebaran covid ,0
polisi juga menegur sebagian demonstran yang membawa sea anak mereka dalam aksi itu ,1
ngeskip vaksin dpt campak bcg polio dan hepatitis tapi ngotot minta didahuluin vaksinasi covid ya percuma bund ,-4
pep guardiola kehilangan beberapa tonggak utamanya selepas kes covid melanda kem etihad city berdepan united tanpa enam tonggak via ,-1
polri sebanyak personel gabungan tni polri dikerahkan untuk melaksanakan pengamanan dan pengawalan proses distribusi va ,-4
semenjak corona kalo keluar rumah ga pake masker rasanya jadi aneh bukan apa apa tapi kayak malu aja gitu keliatan muk ,9
adaptasi kebiasaan baru tetap taati protokol kesehatan guna mencegah penularan covid dengan memakai masker ,-3
sebaliknya obat obat yang dulu awalnya tidak boleh diberikan kepada pasien covid saat ini justru menolong banget ,-1
kalau kata anak muda mah lelah semenjak covid jadi ga bebas apa motif nya ya masih kepikiran supaya pansos kali ya ,3
dikawal ketat polisi dosis vaksin covid tiba di surabaya ,-3
sigaho kwibeshya si ibicurane bisanzwe iki cyorezo kiri guhitana ubuzima bw abantu hafi buri munsi ,-3
contohnya klorokuin dulu klorokuin itu dipakai ratusan ribu orang untuk obati covid namun pada perkembangannya ,0
si bee bpom ingatkan vaksin sinovac belum boleh diberikan ke masyarakat ,0
kira sanggup g tuh pemerintah balikin uang yg d korupsi dr para koruptor buat biaya vaksin suleeetttt ,-7
bpk ungkap ratusan pns terima bansos corona ternyata sudah meninggal ,-2
